textid	text	label	source	error_type	specific_error	num_errors
7323	went well happened and I'm so pumped about it! My presentation went well happened and I'm so pumped about it!	excitement	synthetic_variant	Sentence	Missing Subject	0
7324	I went through my usual routine of cooking and cleaning. I went through my usual routine of reading and relaxing.	neutral	synthetic_variant	NA	NA	0
7325	I finally managed to ffinish on time and it feels amazing! I feel accomplished after completing fix the problem. I finally managed to stand up foor myself and it feels amazing!	pride	synthetic_variant	Word	Repeating Letter	3
7326	Today I made such a fool of myself when I mixed up the dates. I can'g stop thinking about hiw I rambled nervously. So embarrassing.	embarrassment	synthetic_variant	Word	Adjacent Key	3
7327	I'm heartbroken about how things turned	sadness	synthetic_variant	Sentence	Missing Complete Thought	0
7328	Today I wokred. It was a pretty normal day. Today I did chores. It was a pretty normal day. Nothnig special happened today. Just routine tasks.	neutral	synthetic_variant	Word	Scrambled Letter	3
7329	I never expected I received a gift to happen! What a shock! I couldn't believe it when my idea was chosen! I couldn't believe it when I received an award!	surprise	synthetic_variant	NA	NA	0
7330	through my usual routine of reading and relaxing.	neutral	synthetic_variant	Sentence	Missing Subject	0
7331	I can't believe my neighbor did that to me. It's completely unfair I was trying to fix the problem but technical issues ruined everything. I'm livid.	anger	synthetic_variant	Sentence	Missing Object	0
7332	While the interview is making me feel The treatment session is making me feel uneasy and restless. I have the exam coming up and I'm really anxious about it.	nervousness	synthetic_variant	Sentence	Missing Complete Thought	0
7333	Out of nowhere, a promotion offer occurred and I was stunned! an unexpected twist with copyright success. Out of nowhere, an unexpected visitor occurred and I was stunned!	surprise	synthetic_variant	Sentence	Missing Subject	0
7334	I'm really satisfied with how I handled managing student loans. I finally managed to stand up for myself and it feels amazing!	pride	synthetic_variant	NA	NA	0
7335	I feel accomplished aftr cmpleting meet the deadline. I'm so proud that I accomplished my hard work today! I'm so proud that I accomplished the application tday!	pride	synthetic_variant	Word	Missing Letter	3
7336	I couldn't believe it when my idea was chosen!	surprise	synthetic_variant	NA	NA	0
7337	Out of nowhere, I got a promotion offer and I was stunned! I never expected my old friend contacted me to happen! What a shock! Today brought an unexpected twist with boycott.	surprise	synthetic_variant	NA	NA	0
7338	I made a new friend and I'm so pumped about it!	excitement	synthetic_variant	NA	NA	0
7339	The relationship issues has me on edge and I can't relax. I'm really worried about the upcoming deadline. What if something bad happens?	fear	synthetic_variant	NA	NA	0
7340	The store was so closed I wanted to leave immediately. The way my neighbor behaved was disgusting. I can't even think about it.	disgust	synthetic_variant	NA	NA	0
7341	I'm stressed out about my schedule and can't seem to I have the presentation coming up and I'm really anxious about it.	nervousness	synthetic_variant	Sentence	Missing Complete Thought	0
7342	Today was terrible because the meeting got cancelled. I'm so angry I could scream.	anger	synthetic_variant	NA	NA	0
7343	I was trying to meet the deadline but lack of time ruined everything. I'm livid. My boss keeps doing the same mistakes and it's driving me crazy. I was trying to meet the deadline but unexpected interruptions ruined everything. I'm livid.	anger	synthetic_variant	NA	NA	0
7344	The way my boss behaved was disgusting. I can't even think about it. I encountered someone's poor hygiene and it made me feel sick to my stomach. The way the cashier behaved was disgusting. I can't even think about it.	disgust	synthetic_variant	NA	NA	0
7345	Today was wonderful because I made a new friend. I feel so happy! Today was wonderful because I made a new friend. I feel so	joy	synthetic_variant	Sentence	Missing Object	0
7346	Today I made such a fool of myself when I I wish I could take back what I said from today.	embarrassment	synthetic_variant	Sentence	Missing Object	0
7347	I feel accomplished after completing finish my oroject.	pride	synthetic_variant	Word	Adjacent Key	1
7348	Today my colleague told me mixed messages and I'm completely lost.	confusion	synthetic_variant	NA	NA	0
7349	I'm stressed out about my relationships and can't seem to calm down. I can't sstop worrying about letting people down. My stomach is in knots. I have the exam coming up aand I'm really anxious about it.	nervousness	synthetic_variant	Word	Repeating Letter	2
7350	I'm terrified that rejection might occur soon. The contract end has me on edge an I can't relax.	fear	synthetic_variant	Word	Missing Letter	2
7351	My boss keeps doing being late and it's driving me crazy.	anger	synthetic_variant	Word	Scrambled Letter	2
7352	I was trying to meet the deadline but poor planning ruined everything. I'm livid. Today was terrible because I got bad news. I'm so angry I could scream. Today was terrible because my plans fell throuugh. I'm so angry I could scream.	anger	synthetic_variant	Word	Repeating Letter	1
7353	The hospice care is making me feel uneasy and restless. I have the exam coming up and I'm really anxious about it. I'm stressed out about the project and can't seem to calm down.	nervousness	synthetic_variant	NA	NA	0
7354	I don't know what I'll do if the worst case actually happens. The industry shift has me on edge and I can't	fear	synthetic_variant	Sentence	Missing Complete Thought	0
7355	I'm hartbroken about ow things turned out. The dream dying has me feeling really low.	sadness	synthetic_variant	Word	Missing Letter	2
7356	My coworker really upset me when they interrupted me. I'm still mad about it. I can't believe that person did that to me. It's completely unfair	anger	synthetic_variant	Sentence	Missing Object	0
7357	The parent's health has me on edge and I can't relax. I'm really worried about failing the exam. What if something bad happens? I'm terrified that disappointment mght occur soon.	fear	synthetic_variant	Word	Missing Letter	1
7358	The child support has me on edge and I can't relax. The thought of confrontation keeps me up at night. I'm terrified that disappointment might occur soon.	fear	synthetic_variant	NA	NA	0
7359	The volunteer day is making me feel uneasy and restless. Tomorrow I need to give a speech and I'm so nervous. Tomorrow I need to lead the meeting and I'm so nervous.	nervousness	synthetic_variant	NA	NA	0
7360	Although my partner really upset me when they ignored me. i'm still	anger	synthetic_variant	Sentence	Missing Complete Thought	0
7361	I'm really satisfied with how I handled learning from mistakes. I feel accomplished after completing clean the house.	pride	synthetic_variant	NA	NA	0
7362	I was trying to finnish my project but lack of time ruined everything. I'm livid.	anger	synthetic_variant	Word	Repeating Letter	1
7363	I can't shake this sadness from what. I'm heartbroken about how things turned out. Today was hard. Plans changed and I can't stop feeling blue.	sadness	synthetic_variant	NA	NA	0
7364	I wish I could take back my outfit choice from today. I made such a fool of myself when I forgot important details.	embarrassment	synthetic_variant	Sentence	Missing Subject	0
7365	Today was terrible because my plans fell through. I'm so angry I could scream. I can't believe that person did that to me. It's completely unfair and I'm furious. I was trying to meet the deadline but lack of time ruined everything. I'm livid.	anger	synthetic_variant	NA	NA	0
7366	I encountered someone's poor hygiene and it made me feel sick to my stomach. bad news was so repulsive I wanted to leave immediately.	disgust	synthetic_variant	Sentence	Missing Subject	0
7367	wait for my vacation! It's going to be amazing!	excitement	synthetic_variant	Sentence	Missing Subject	0
7368	I'm beyond excited because the application finally came through! I can't wait for my vacation! It's going to be amazing! Just thinking about the trip makes me grin from ear to ear!	excitement	synthetic_variant	NA	NA	0
7369	can't wait for the weekend! It's going to be amazing!	excitement	synthetic_variant	Sentence	Missing Subject	0
7370	I had to deal with spoiled food today and it was absolutely revolting. I encountered someone's poor hygiene and it made me feel sick to my stomach. I had to deal with a messy situation today and it was absolutely revolting.	disgust	synthetic_variant	NA	NA	0
7371	The thought of public speaking keeps me up at night. I'm really worried about failing the exam. What if something bad happens? The thought of the unknown keeps me up at night.	fear	synthetic_variant	NA	NA	0
7372	I can't believe that person did that to me. It's completely unfair and I'm furious. My coworker really upset me when they took credit for my work. I'm still mad about it.	anger	synthetic_variant	NA	NA	0
7373	I was trying to fix the poblem but lack of time ruined everything. I'm liid.	anger	synthetic_variant	Word	Missing Letter	2
7374	I had to deal with spoiled food today and it was absolutely revolting. I had to deal with dirty conditions today and it was absolutely revolting. I had to deal with a messy situation today and it was absolutely revolting.	disgust	synthetic_variant	NA	NA	0
7375	Out of nowhere, an unexpected visitor showed up and I was stunned!	surprise	synthetic_variant	NA	NA	0
7376	I can't believe my colleague did that to me. It's completely unfair and I'm furious. My friend really upset me when they cancelled on me. I'm still maad about it. My parent really upset me when they cancelled on me. I'm still mad about it.	anger	synthetic_variant	Word	Repeating Letter	1
7377	stressed out about work and can't seem to calm down.	nervousness	synthetic_variant	Sentence	Missing Subject	0
7378	I spent time with my best friend and it made my whole day better.	joy	synthetic_variant	NA	NA	0
7379	Today was terrible because the store was closed. I'm	anger	synthetic_variant	Sentence	Missing Complete Thought	0
7380	Today I proved to myselt that I can overcome this challenge. I feel accomplished after completing finish my project. I feel accomplished after comoleting fix the problem.	pride	synthetic_variant	Word	Adjacent Key	3
7381	Today as wonderful ecause I hit my goal. I feel so happy!	joy	synthetic_variant	Word	Missing Letter	3
7382	store was closed left me wondering what's really going on. Today the cashier told me something contradictory and I'm completely lost. Something strange happened with work and I'm not sure what to think.	confusion	synthetic_variant	Sentence	Missing Subject	0
7383	Tomorrow I need to make a dceision nad I'm so nervous. I can't stop worrying about letting people down. My stomach is in knots. I can't stop worrying about letting people down. My stomach is in knots.	nervousness	synthetic_variant	Word	Scrambled Letter	3
7384	finally managed to stand up for myself and it feels amazing!	pride	synthetic_variant	Sentence	Missing Subject	0
7385	I don't understand why traffic was terrible happened. Nothing makes sense anymore. Something strange happened with my schedule and II'm not sure what to think.	confusion	synthetic_variant	Word	Repeating Letter	1
7386	I can't stop thinking about how I laughed at the wrong time. So embarrassing.	embarrassment	synthetic_variant	Word	Adjacent Key	1
7387	I have the interview coming up and I'm really anxious about it. Tomorrow I need to give a speech and I'm so nervous. The cruise is making me feel uneasy and	nervousness	synthetic_variant	Sentence	Missing Complete Thought	0
7388	Something strange happened with work and I'm not sure what to think. understand why my plans fell through happened. Nothing makes sense anymore.	confusion	synthetic_variant	Sentence	Missing Subject	0
7389	I was trying to fix the problem but technical issues ruined everything. I'm livid. I can't believe my boss did that to me. It's completely unfair and I'm furious.	anger	synthetic_variant	NA	NA	0
7390	The emergency room visit has me on edge and I can't relax. really worried about failing the exam. What if something bad happens? The thought of public speaking keeps me up at night.	fear	synthetic_variant	Sentence	Missing Subject	0
7391	I had to dea with dirty conditions today and it was absolutely revolting. I had to deal with dirty conditions today and it was absolutely revolting.	disgust	synthetic_variant	Word	Missing Letter	1
7392	The recognition event has me on The thought of confrontation keeps me up at night. The thought of confrontation keeps me up at night.	fear	synthetic_variant	Sentence	Missing Complete Thought	0
7393	Today was hard. Something didn't work out and I can't stop feeling blue. Seeing them with someone else has me feeling really low. The devastating diagnosis has me feeling really low.	sadness	synthetic_variant	NA	NA	0
7394	tripped in front of everyone. I wanted to disappear. My plans fell through happened and now I'm too mortified to show my face.	embarrassment	synthetic_variant	Sentence	Missing Subject	0
7395	Today I made such a fool of myself when I mixed up the dates. Traffic was terrible and now I'm too mortified to show my face.	embarrassment	synthetic_variant	NA	NA	0
7396	I'm stressed out about my schedule and can't seem to calm down. Tomorrow I need to ake a decision and I'm so nervous. I can't stop worrying about making mistakes. My stoach is in knots.	nervousness	synthetic_variant	Word	Missing Letter	2
7397	I spent most of the I went through my usual routine of reading and relaxing.	neutral	synthetic_variant	Sentence	Missing Complete Thought	0
7398	Today I mzde such a fool of myself when I said something stupid.	embarrassment	synthetic_variant	Word	Adjacent Key	1
7399	I wish I coule take back how I reacted from today. I can't stop thinking about how I laughed at the wrong time. So embarrassing. I wish I could take back how I reacted grom today.	embarrassment	synthetic_variant	Word	Adjacent Key	2
7400	I have the presentation coming up and I'm really anxious about it. I'm stressed out about the project and can't seem to	nervousness	synthetic_variant	Sentence	Missing Object	0
7401	Today I found out that I got the promotion and I'm thrilled!	excitement	synthetic_variant	NA	NA	0
7402	thinking about the trip makes me grin from ear to ear! I made a new friend happened and I'm so pumped about it!	excitement	synthetic_variant	Sentence	Missing Subject	0
7403	My friend keeps doing complaining constantly and it's driving me crazy. Today was terrible because I got bad news. I'm so angry	anger	synthetic_variant	Sentence	Missing Complete Thought	0
7404	I'm heartbroken about how things turned out. I can't shake this sadness from hte news.	sadness	synthetic_variant	Word	Scrambled Letter	1
7405	My partner really upset me when they cancelled on me. I'm still mad about it. I can't believe my neighbor did that to me. It's completely unfair and I'm furious. I was trying to meet the deadline but unexpected interruptions ruined everything. I'm livid.	anger	synthetic_variant	NA	NA	0
7406	My boss keeps doing the same mistakes and it's driving me I was trying to clean the house but technical issues ruined everything. I'm livid.	anger	synthetic_variant	Sentence	Missing Object	0
7407	Today was hard. Plans changed and I can't stop feeling blue. I can't shake this sadness from earlier today.	sadness	synthetic_variant	NA	NA	0
7408	Feeling hopeless has me feeling really low. Getting lost has me feeling I can't shake this sadness from what happened.	sadness	synthetic_variant	Sentence	Missing Object	0
7409	Today was terrible because the store was closed. I'm so angry I could scream. I was trying to clean the house but unexpected interruptions ruined everything. I'm livid. My neighbor keeps doing talking over me and it's driving me crazy.	anger	synthetic_variant	NA	NA	0
7410	I'm still grossed out by the smell from earlier. My plans falling through was so disappointing I wanted to leave immediately.	disgust	synthetic_variant	NA	NA	0
7411	I went through my usual routine of reading and relaxing.	neutral	synthetic_variant	NA	NA	0
7412	I can't believe my friend did that to me. It's completely unfair and I'm furious.	anger	synthetic_variant	Word	Scrambled Letter	2
7413	If i wish i could take	embarrassment	synthetic_variant	Sentence	Missing Complete Thought	0
7414	Nothing special happened today. Just routine tasks. day consisted mainly of my to-do list.	neutral	synthetic_variant	Sentence	Missing Subject	0
7415	Today I ran errands. It was a pretty normal day. My day consisted mainly of work and emals. I spent most of hte day running errands.	neutral	synthetic_variant	Word	Scrambled Letter	2
7416	I wish I could take back my outfit choice from today. I accidentally spilled coffee in front of everyone. I wanted to disappear. I can't stop thinking about jow I misunderstood the situation. So embarrassing.	embarrassment	synthetic_variant	Word	Adjacent Key	3
7417	I can't stop thinking about how I rambled nervously. So embarrassing.	embarrassment	synthetic_variant	NA	NA	0
7418	I feel really down because a setback. I feel really down because a disappointment. I feel really down because a setback.	sadness	synthetic_variant	NA	NA	0
7419	Today was wonderful because I hit my goal. I feel so happy! Unexpected help happened and I couldn't stop smiling. Today was wonderful because I hit my goal. I feel so happy!	joy	synthetic_variant	Word	Repeating Letter	2
7420	Unexpected help happened and I couldn't stop smiling. I feel blsssed that this opportunity came into my life.	joy	synthetic_variant	Word	Adjacent Key	1
7421	The reunion is maing me feel uneasy and restless.	nervousness	synthetic_variant	Word	Missing Letter	2
7422	I'm beyond excited because the application finally came through! I hit my goal and I'm so pumped about it! Just thinking about seeing old friends makes me grin from ear to ear!	excitement	synthetic_variant	NA	NA	0
7423	Today I made such a fool of myself when I mixed up the dates. I accidentally called someone by the wrong name in front of everyone. I wanted to disappear.	embarrassment	synthetic_variant	NA	NA	0
7424	found out that I got the promotion and I'm thrilled!	excitement	synthetic_variant	Sentence	Missing Subject	0
7425	I can'g wait flr my vacation! Iy's going to be amazing!	excitement	synthetic_variant	Word	Adjacent Key	3
7426	I'm still grossed out by witnessing that scene from earlier. way my boss behaved was disgusting. I can't even think about it.	disgust	synthetic_variant	Sentence	Missing Subject	0
7427	I had to deal with rude behavior today and it was absolutely revolting. The way my colleague behaved was disgusting. I can't even think about it. The store was closed was so repulsive I wanted to leave immediately.	disgust	synthetic_variant	Word	Repeating Letter	1
7428	The awards ceremony has me on edge and I can't relax.	fear	synthetic_variant	NA	NA	0
7429	can't believe my neighbor did that to me. It's completely unfair and I'm furious. My friend keeps doing the same mistakes and it's driving me crazy.	anger	synthetic_variant	Sentence	Missing Subject	0
7430	I never expected I received a gift to happen! What	surprise	synthetic_variant	Sentence	Missing Complete Thought	0
7431	time with my best friend and it made my whole day better. I feel blessed that this opportunity came into my life. I feel blessed that good health came into my life.	joy	synthetic_variant	Sentence	Missing Subject	0
7432	I accidentally tripped in front of everyone. I wanted to disappear. I got bad news happende and now I'm too mortified to show my face. I accidentally called someone by the wrong name in front of everyone. I wanted to disappear.	embarrassment	synthetic_variant	Word	Scrambled Letter	3
7433	The cashier keeps doing the same mistakes and it's driving me crazy. My parent really ulset me when they interrupted me. I'm still mad about it.	anger	synthetic_variant	Word	Adjacent Key	1
7434	I couldn't believe it when I received an award	surprise	synthetic_variant	Sentence	Missing Object	0
7435	I wish I could take back what I said from today. Traffic was terrible and now I'm too mortified to show my face. I can't stop thinking about how I laughed at the wrong time. So embarrassing.	embarrassment	synthetic_variant	NA	NA	0
7436	I have the presentation coming up and I'm really anxious about it. I'm stressed out about my relationships and can't seem to calm down.	nervousness	synthetic_variant	NA	NA	0
7437	The meeting cancellation was so disappointing I wanted to leave immediately. My plans falling through was so disappointing I wanted to leave immediately. The way my colleague behaved was disgusting. I can't even think about it.	disgust	synthetic_variant	NA	NA	0
7438	Today was terrible because my plans fell through. I'm so angry I could sceram. Today was terrible because the meeting got cancelled. I'm so angry I could scream.	anger	synthetic_variant	Word	Scrambled Letter	2
7439	Everything about today was perfect, especially the meal. Everything about today was perfect, especially the meal.	joy	synthetic_variant	NA	NA	0
7440	I have the exam coming up and I'm really anxious about it. I have the presentation coming up and I'm really anxioous about it.	nervousness	synthetic_variant	Word	Repeating Letter	2
7441	I cant' wait for hte concert! It's going to be amazing! I'm beyond excited because my hard owrk finally came through!	excitement	synthetic_variant	Word	Scrambled Letter	3
7442	I went through my usual routine	neutral	synthetic_variant	Sentence	Missing Complete Thought	0
7443	The generational differences hs me on edge and I can' elax.	fear	synthetic_variant	Word	Missing Letter	3
7444	I can't shake this sadness from what happened. was hard. Something didn't work out and I can't stop feeling blue. The passing of my friend has me feeling really low.	sadness	synthetic_variant	Sentence	Missing Subject	0
7445	Out of nowwhere, a promotion offer occurred and I was stunned!	surprise	synthetic_variant	Word	Repeating Letter	2
7446	I don't understand why the store was closed. Nothing makes sense anymore. Today my neighbor told me something contradictory and I'm completely lost.	confusion	synthetic_variant	NA	NA	0
7447	The thought of the unknown keeps me up at night. I don't know what I'll do if the worst case actually happens.	fear	synthetic_variant	NA	NA	0
7448	I don't know what I'll do if the worst case actually happens. The major life decisions has me on edge and I can't relax.	fear	synthetic_variant	NA	NA	0
7449	I made a new friendd happened andd I'm so pumped about it!	excitement	synthetic_variant	Word	Repeating Letter	3
7450	I'm still grossed out by the smell from earlier. I'm still grossed out by the smell from earlier. I had to deal with dirty conditions today and it was absolutely revolting.	disgust	synthetic_variant	NA	NA	0
7451	The bad news was so upsetting I wanted to leave immediately. I had to deal with rude behavior today and it was absolutely revolting. I encountered moldy leftovers and it made me feel sick to my stomach.	disgust	synthetic_variant	NA	NA	0
7452	really down because bad news happened.	sadness	synthetic_variant	Sentence	Missing Subject	0
7453	Everything about today was perfect, especially our conversation.	joy	synthetic_variant	NA	NA	0
7454	That person keeps doing the same mistakes and it's driving me crazy. I was trying to meet the deadline but lack of time ruined everything. I'm livid.	anger	synthetic_variant	NA	NA	0
7455	My plans fell through left me wondering what's really going on. The meeting got cancelled left me wondering what's really going on. Today that person told me something contradictory and I'm	confusion	synthetic_variant	Sentence	Missing Object	0
7456	I was trying to meet the deadline but unexpected interruptions ruined everything. I'm livid. I can't believe my friend did that to me. It's completely unfair and I'm furious. I can't believe the cashier did that to me. It's completely unfair and I'm furious.	anger	synthetic_variant	NA	NA	0
7457	Something strange happened with work and I'm not sure what to think. The meeting got cancelled, which, which, which left me wondering what's really going on. My plans fell through, which, which, which left me wondering what's really going on.	confusion	synthetic_variant	NA	NA	0
7458	I couldn't believe it when everything fell into place took place! completely caught off guard when I won something happened. Out of nowhere, an unexpected visitor occurred and I was stunned!	surprise	synthetic_variant	Sentence	Missing Subject	0
7459	Unexpected help and I couldn't stop smiling. Unexpected help and I couldn't stop smiling. Everything about today was perfect, especially the meal.	joy	synthetic_variant	NA	NA	0
7460	I don't know what I'll do if what I'm dreading actually happens. I don't know what I'll do if the worst case actually happens.	fear	synthetic_variant	NA	NA	0
7461	Although i feel blessed that good health	joy	synthetic_variant	Sentence	Missing Complete Thought	0
7462	Today was terrible because traffic was terrible. I'm	anger	synthetic_variant	Sentence	Missing Complete Thought	0
7463	I'm stressed out about the project and can't seem to calm down. If the radiation is making me	nervousness	synthetic_variant	Sentence	Missing Complete Thought	0
7464	I couldn't believe it when I received an award took place! I never expected I received a gift to happen! What a shock! Today brought an unexpetced twist with a plot twist.	surprise	synthetic_variant	Word	Scrambled Letter	2
7465	I never expected my old friend contacted me to happen! What a shock! I was completely caught off guard when I won something. I couldn't believe it when everything fell into place!	surprise	synthetic_variant	NA	NA	0
7466	don't understand why the meeting got cancelled happened. Nothing makes sense anymore.	confusion	synthetic_variant	Sentence	Missing Subject	0
7467	I wish I could take back what I	embarrassment	synthetic_variant	Sentence	Missing Complete Thought	0
7468	I'm really satisfied with how I handled planning for the unexpected. I finally managed to solve the problem and it feels amazing! Today I proved to myself that I can complete this project.	pride	synthetic_variant	Word	Adjacent Key	3
7469	Out of nowhere, good news occurred and I ws stunned! I couldn't blieve it when I recived an award took place!	surprise	synthetic_variant	Word	Missing Letter	3
7470	accidentally called someone by the wrong name in front of everyone. I wanted to disappear.	embarrassment	synthetic_variant	Sentence	Missing Subject	0
7471	I don't understand why traffic was terrible happeened. Nothing makess seense anymore.	confusion	synthetic_variant	Word	Repeating Letter	3
7472	Out of nowhere, I got a promotion offer and I was stunned!	surprise	synthetic_variant	NA	NA	0
7473	The thought of public speaking keeps me up at night. I'm really worried about failing the exam. What if	fear	synthetic_variant	Sentence	Missing Complete Thought	0
7474	I proved to myself that I can complete this project. I'm so proud that I accomplished my proposal today!	pride	synthetic_variant	Sentence	Missing Subject	0
7475	Today my boss told me uclear instrucions and 'm completely lost.	confusion	synthetic_variant	Word	Missing Letter	3
7476	I'm heartbroken about how things turned out.	sadness	synthetic_variant	NA	NA	0
7477	Today was hard. Plans changed and I can't stop feeling blue.	sadness	synthetic_variant	NA	NA	0
7478	I accidentally called someone by the wrong name in front of everyone. I wanted to disappear. I wish I could take back how I reacted from today. Because today i made such a fool	embarrassment	synthetic_variant	Sentence	Missing Complete Thought	0
7479	I'm really worried about failing the exam. What if something bad happens? II'm really worried aboutt losing my job. What if something bad happens?	fear	synthetic_variant	Word	Repeating Letter	2
7480	I couldn't believe it when I received an award took place! If out of nowhere, a promotion offer	surprise	synthetic_variant	Sentence	Missing Complete Thought	0
7481	Today was terrible because my plans ffell through. I'm so angry I could scream. Today was terrible because traffic was terrible. I'm so angry I could scream. Today was terrible because traffic was terrible. I'm so angry I could scream.	anger	synthetic_variant	Word	Repeating Letter	3
7482	Something strange happened with my schedule and I'm not sure what to think. I tried to figure out the new system but I just can't wrap my head around it. I tried to figure out hte new system but I just can't wrap my head around it.	confusion	synthetic_variant	Word	Scrambled Letter	1
7483	That person keeps doing being late and it's driving Today was terrible because traffic was terrible. I'm so angry I could scream. I was trying to fix the problem but technical issues ruined everything. I'm livid.	anger	synthetic_variant	Sentence	Missing Object	0
7484	I'm stressed out about my schedule an can' seem to calm down. Tomorrow I need to lead the meeting and I'm so nervous.	nervousness	synthetic_variant	Word	Missing Letter	3
7485	Today was terrible because the store was closed. I'm so angry I could I can't believe my friend did that to me. It's completely unfair and I'm furious.	anger	synthetic_variant	Sentence	Missing Object	0
7486	The meeeting gott cancelled was so repulsive I wanted to leave immediately. Thhe store was closed was so repulsive I wanted to leave immediately. I had to deal with dirty conditions today and it was absolutely revolting.	disgust	synthetic_variant	Word	Repeating Letter	3
7487	I got bad news left me wondering what's really going on. Something strnage happened with work and I'm ont sure what to think.	confusion	synthetic_variant	Word	Scrambled Letter	3
7488	I went through my usual routine of cooking and cleaning. Nothing special happened today. Just routine tasks.	neutral	synthetic_variant	NA	NA	0
7489	I went through my usual routine of cooking and cleanjng. I spent most of the day working on tasks. Nothing special happened today. Just my normal schesule.	neutral	synthetic_variant	Word	Adjacent Key	2
7490	I'm stressed out about the proect and can't seem to calm down. I have the exam oming up and I'm really anxious about it.	nervousness	synthetic_variant	Word	Missing Letter	2
7491	My day consisted mainly of my to-do list.	neutral	synthetic_variant	Word	Repeating Letter	1
7492	I'm terrified that failure The major commitment has me on edge and I can't relax. I'm terrified that disappointment might occur soon.	fear	synthetic_variant	Sentence	Missing Object	0
7493	I spent time with my paftner and it made my whole day better. Today was wonderful because I hit my goal. I feel so happy! Everything about today was perfect, especially the meal.	joy	synthetic_variant	Word	Adjacent Key	1
7494	Something strange happened with work and I'm not sure what to think. Something strange happened with work and I'm not sue what to tink.	confusion	synthetic_variant	Word	Missing Letter	2
7495	I can't stop thinking about how I misunderstood the situation. So embarrassing. When i got bad news happened and now i'm Today I made such a fool of myself when I said something stupid.	embarrassment	synthetic_variant	Sentence	Missing Complete Thought	0
7496	I don't know what I'll do if the worst case actually happens. I'm terrified that failure might occur soon. I'm terrified that disappointment might occur soon.	fear	synthetic_variant	Word	Missing Letter	2
7497	I finally managed to stand up fro myself and it feels amazing! I finally managed to stadn up fro myself and it feels amazing!	pride	synthetic_variant	Word	Scrambled Letter	3
7498	I feel accomplished after completing fix the problem. I feel accomplished after completing clean the house. Today I proved to myself that I can complete this project.	pride	synthetic_variant	NA	NA	0
7499	I'm really worried about failing the exam. What if something bad The long-term prognosis has me on edge and I can't relax.	fear	synthetic_variant	Sentence	Missing Object	0
7500	I fel really down because a disappointment happened. I can't shae this sadness frm the news.	sadness	synthetic_variant	Word	Missing Letter	3
7501	Today I proved to myself that I can overcome this challenge. Today I proved to myself that I can achieve my goal. I'm so proud htat I accomplished the application today!	pride	synthetic_variant	Word	Scrambled Letter	1
7502	I wish I could take back how I reacted from today.	embarrassment	synthetic_variant	NA	NA	0
7503	I'm stressed out about work and can't seem to calm down. I have the exam coming up and I'm really anxious about it. The marathon is making me feel uneasy and restless.	nervousness	synthetic_variant	NA	NA	0
7504	I was completely caught off guard when I won something. Out of nowhere, good news occurred and I was stunned!	surprise	synthetic_variant	NA	NA	0
7505	I can't shake this sadness from the news. I can't shake this sadness from earlier today. Today was hard. Something didn't work out and I can't stop feeling blue.	sadness	synthetic_variant	NA	NA	0
7506	Nothing special happened today. Just routine tasks. My day consisted mainly of work and meals.	neutral	synthetic_variant	NA	NA	0
7507	I tried to figure out what went wrong but I just can't wrap my	confusion	synthetic_variant	Sentence	Missing Object	0
7508	keeps doing being late and it's driving me crazy. I can't believe my colleague did that to me. It's completely unfair and I'm furious. I was trying to meet the deadline but lack of time ruined everything. I'm livid.	anger	synthetic_variant	Sentence	Missing Subject	0
7509	My plans fell through was so repulsive I wanted to leave immediately. I had to deeal with dirty conditions today and it was absolutely revolting. I got bbad news was so repulsive I wanted to leave immediately.	disgust	synthetic_variant	Word	Repeating Letter	3
7510	I'm beyond excited because my hard work finally came through!	excitement	synthetic_variant	NA	NA	0
7511	I'm beyond excited because my proposal finally came through! I can't wait for the party! It's going to be amazing!	excitement	synthetic_variant	Word	Repeating Letter	1
7512	Nothing special happened today. Just	neutral	synthetic_variant	Sentence	Missing Object	0
7513	Everything about today was perfect, especially the meal. Today was wonderful because I made a new friend. I feel so happy! Unexpected help and I couldn't stop smiling.	joy	synthetic_variant	NA	NA	0
7514	I'm so roud that I accomplished my hard work today! I'm so proud that I accomplished my proposal tody!	pride	synthetic_variant	Word	Missing Letter	2
7515	I was completely caught off guard when	surprise	synthetic_variant	Sentence	Missing Complete Thought	0
7516	I spennt time with my pet and it made my whole day better. Everything about today was perfect, especially the meal. A kind gesture happened and I couldn't stop ssmiling.	joy	synthetic_variant	Word	Repeating Letter	2
7517	boss told me unclear instructions and I'm completely lost. Today my neighbor told me unclear instructions and I'm completely lost.	confusion	synthetic_variant	Sentence	Missing Subject	0
7518	I'm heartbroken about how things turned out. I'm heartbroken about how things turned out.	sadness	synthetic_variant	NA	NA	0
7519	I'm beyond excited because the application finally came through! Because today i found out that i won tickets and i'm	excitement	synthetic_variant	Sentence	Missing Complete Thought	0
7520	My colleague keeps doing being late and it's driving me	anger	synthetic_variant	Sentence	Missing Object	0
7521	If today brought an	surprise	synthetic_variant	Sentence	Missing Complete Thought	0
7522	Because i'm heartbroken I can't shake this sadness from the news.	sadness	synthetic_variant	Sentence	Missing Complete Thought	0
7523	My boss keeps doing being late and it's driving me crazy.	anger	synthetic_variant	NA	NA	0
7524	I don't know what I'll do if the worst case actually happens. I'm terrified that disappointment might occur soon.	fear	synthetic_variant	NA	NA	0
7525	I'm terrified that failure might occur soon. I'm really wworried about losing my job. What if something badd happens?	fear	synthetic_variant	Word	Repeating Letter	2
